REF_DATE,GEO,Size of area of residence,"Household expenditures, summary-level categories",VALUE
2021,Canada,"Population centre 30,000 to 99,999","Property and school taxes, water and sewage charges for owned secondary residences",108
2021,Canada,"Population centre 30,000 to 99,999",Insurance premiums for owned secondary residences,69
2021,Canada,"Population centre 30,000 to 99,999",Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,74
2021,Canada,"Population centre 30,000 to 99,999","Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences",29
2021,Canada,"Population centre 30,000 to 99,999",Other expenses for owned secondary residences,175
2021,Canada,"Population centre 30,000 to 99,999",Other owned properties,409
2021,Canada,"Population centre 30,000 to 99,999",Accommodation away from home,351
2021,Canada,"Population centre 30,000 to 99,999",Hotels and motels,187
2021,Canada,"Population centre 30,000 to 99,999",Other accommodation away from home,163
2021,Canada,"Population centre 30,000 to 99,999",Household operations,5445
2021,Canada,"Population centre 30,000 to 99,999",Communications,2745
2021,Canada,"Population centre 30,000 to 99,999",Telephone,1598
2021,Canada,"Population centre 30,000 to 99,999",Landline telephone services,249
2021,Canada,"Population centre 30,000 to 99,999",Cell phone and pager services,1147
2021,Canada,"Population centre 30,000 to 99,999",Purchase of telephones and equipment,202
2021,Canada,"Population centre 30,000 to 99,999",Internet access services,871
2021,Canada,"Population centre 30,000 to 99,999",Digital services,140
2021,Canada,"Population centre 30,000 to 99,999","Postal, courier, delivery and other communication services",136
2021,Canada,"Population centre 30,000 to 99,999",Domestic and other custodial services (excluding child care),135
2021,Canada,"Population centre 30,000 to 99,999",Pet expenses,629
2021,Canada,"Population centre 30,000 to 99,999",Pet food and pet-related goods,327
2021,Canada,"Population centre 30,000 to 99,999",Purchase of pets,42
2021,Canada,"Population centre 30,000 to 99,999",Veterinarian and other services,261
2021,Canada,"Population centre 30,000 to 99,999",Household cleaning supplies and equipment,343
2021,Canada,"Population centre 30,000 to 99,999",Detergent and other soaps,112
2021,Canada,"Population centre 30,000 to 99,999",Cleaning equipment (non-electric),
2021,Canada,"Population centre 30,000 to 99,999",Other household cleaning supplies,200
2021,Canada,"Population centre 30,000 to 99,999","Paper, plastic and foil supplies",405
2021,Canada,"Population centre 30,000 to 99,999",Stationery (excluding school supplies),107
2021,Canada,"Population centre 30,000 to 99,999",Other paper supplies,210
2021,Canada,"Population centre 30,000 to 99,999",Plastic and foil supplies,88
2021,Canada,"Population centre 30,000 to 99,999",Garden supplies and services,729
2021,Canada,"Population centre 30,000 to 99,999","Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",410
2021,Canada,"Population centre 30,000 to 99,999","Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",139
2021,Canada,"Population centre 30,000 to 99,999","Groundskeeping services, snow and garbage removal",180
2021,Canada,"Population centre 30,000 to 99,999",Other household supplies,196
2021,Canada,"Population centre 30,000 to 99,999",Child care,263
2021,Canada,"Population centre 30,000 to 99,999",Child care outside the home,216
2021,Canada,"Population centre 30,000 to 99,999",Child care in the home (regular and occasional),
2021,Canada,"Population centre 30,000 to 99,999",Household furnishings and equipment,3440
2021,Canada,"Population centre 30,000 to 99,999",Household furnishings,1477
2021,Canada,"Population centre 30,000 to 99,999",Furniture,1030
2021,Canada,"Population centre 30,000 to 99,999","Rugs, mats and underpadding",62
2021,Canada,"Population centre 30,000 to 99,999","Works of art, carvings and other decorative ware",155
2021,Canada,"Population centre 30,000 to 99,999",Linens,93
2021,Canada,"Population centre 30,000 to 99,999","Other household furnishings (curtains, mirrors and picture frames)",
2021,Canada,"Population centre 30,000 to 99,999",Household equipment,1761
2021,Canada,"Population centre 30,000 to 99,999",Household appliances,785
2021,Canada,"Population centre 30,000 to 99,999",Refrigerators and freezers,228
2021,Canada,"Population centre 30,000 to 99,999",Microwave ovens and cooking appliances,114
2021,Canada,"Population centre 30,000 to 99,999","Washers, dryers and dishwashers",157
2021,Canada,"Population centre 30,000 to 99,999","Room air conditioners, portable humidifiers and dehumidifiers",114
2021,Canada,"Population centre 30,000 to 99,999",Other electric equipment and appliances (including parts and attachments),
2021,Canada,"Population centre 30,000 to 99,999",Other household equipment,976
2021,Canada,"Population centre 30,000 to 99,999",Home and workshop tools and equipment,310
2021,Canada,"Population centre 30,000 to 99,999","Lawn, garden and snow-removal equipment and tools",290
2021,Canada,"Population centre 30,000 to 99,999",Non-electric kitchen and cooking equipment,156
2021,Canada,"Population centre 30,000 to 99,999","Other household equipment, parts and accessories",220
2021,Canada,"Population centre 30,000 to 99,999","Maintenance, rental, repairs and services related to household furnishings and equipment",104
2021,Canada,"Population centre 30,000 to 99,999",Services related to household furnishings and equipment,98
2021,Canada,"Population centre 30,000 to 99,999",Rental of heating equipment,43
2021,Canada,"Population centre 30,000 to 99,999",Home security services,55
2021,Canada,"Population centre 30,000 to 99,999",Clothing and accessories,1952
2021,Canada,"Population centre 30,000 to 99,999",Women's and girls' wear (women and girls aged 14 years and over),749
2021,Canada,"Population centre 30,000 to 99,999",Clothing (women and girls aged 14 years and over),547
2021,Canada,"Population centre 30,000 to 99,999",Footwear (women and girls aged 14 years and over),202
2021,Canada,"Population centre 30,000 to 99,999",Men's and boys' wear (men and boys aged 14 years and over),479
2021,Canada,"Population centre 30,000 to 99,999",Clothing (men and boys aged 14 years and over),321
2021,Canada,"Population centre 30,000 to 99,999",Footwear (men and boys aged 14 years and over),158
2021,Canada,"Population centre 30,000 to 99,999",Children's wear (children under 14 years of age),248
2021,Canada,"Population centre 30,000 to 99,999",Clothing and cloth diapers (children under 14 years of age),179
2021,Canada,"Population centre 30,000 to 99,999",Footwear (children under 14 years of age),70
2021,Canada,"Population centre 30,000 to 99,999",Athletic footwear,145
2021,Canada,"Population centre 30,000 to 99,999",Accessories,111
2021,Canada,"Population centre 30,000 to 99,999",Watches and jewellery,83
2021,Canada,"Population centre 30,000 to 99,999","Clothing material, yarn, thread and other notions",40
2021,Canada,"Population centre 30,000 to 99,999",Clothing services,96
2021,Canada,"Population centre 30,000 to 99,999","Laundromats, dry-cleaning and laundry services",43
2021,Canada,"Population centre 30,000 to 99,999","Services for clothing, footwear and jewellery",54
2021,Canada,"Population centre 30,000 to 99,999",Transportation,10740
2021,Canada,"Population centre 30,000 to 99,999",Private transportation,10296
2021,Canada,"Population centre 30,000 to 99,999","Private use automobiles, vans and trucks",5113
2021,Canada,"Population centre 30,000 to 99,999","Purchase of automobiles, vans and trucks",4826
2021,Canada,"Population centre 30,000 to 99,999",Automobiles (purchase),865
2021,Canada,"Population centre 30,000 to 99,999","Vans (including mini-vans, purchase)",
2021,Canada,"Population centre 30,000 to 99,999","Trucks (including sport utility vehicles, purchase)",3775
2021,Canada,"Population centre 30,000 to 99,999","Accessories for automobiles, vans and trucks",44
2021,Canada,"Population centre 30,000 to 99,999","Fees for leased automobiles, vans and trucks",244
2021,Canada,"Population centre 30,000 to 99,999","Regular fees for leased automobiles, vans and trucks",224
2021,Canada,"Population centre 30,000 to 99,999",Regular fees for leased automobiles,61
2021,Canada,"Population centre 30,000 to 99,999",Regular fees for leased vans and trucks,163
2021,Canada,"Population centre 30,000 to 99,999","Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",
2021,Canada,"Population centre 30,000 to 99,999","Rented automobiles, vans and trucks",
2021,Canada,"Population centre 30,000 to 99,999","Automobile, van and truck operations",5164
2021,Canada,"Population centre 30,000 to 99,999","Registration fees for automobiles, vans and trucks (including insurance if part of registration)",542
2021,Canada,"Population centre 30,000 to 99,999",Private and public vehicle insurance premiums,784
2021,Canada,"Population centre 30,000 to 99,999","Tires, batteries, and other parts and supplies for vehicles",251
2021,Canada,"Population centre 30,000 to 99,999",Maintenance and repairs of vehicles,671
2021,Canada,"Population centre 30,000 to 99,999","Vehicle operation, security and communication services",41
2021,Canada,"Population centre 30,000 to 99,999",Gas and other fuels (all vehicles and tools),2715
2021,Canada,"Population centre 30,000 to 99,999",Parking (excluding parking fees included in rent and traffic and parking tickets),69
2021,Canada,"Population centre 30,000 to 99,999","Drivers' licences and tests, and driving lessons",91
2021,Canada,"Population centre 30,000 to 99,999",Drivers' licences and tests,60
2021,Canada,"Population centre 30,000 to 99,999",Driving lessons,31
2021,Canada,"Population centre 30,000 to 99,999",Public transportation,444
2021,Canada,"Population centre 30,000 to 99,999","City or commuter bus, subway, streetcar and commuter train",31
2021,Canada,"Population centre 30,000 to 99,999",Taxi (including tips),34
2021,Canada,"Population centre 30,000 to 99,999",Peer-to-peer ride services,
2021,Canada,"Population centre 30,000 to 99,999",Other local passenger transportation,15
2021,Canada,"Population centre 30,000 to 99,999",Airplane,181
2021,Canada,"Population centre 30,000 to 99,999",Inter-city bus,
2021,Canada,"Population centre 30,000 to 99,999",Other inter-city passenger transportation services,13
2021,Canada,"Population centre 30,000 to 99,999",Household moving and storage services,148
2021,Canada,"Population centre 30,000 to 99,999",Health care,2683
2021,Canada,"Population centre 30,000 to 99,999",Direct health care costs to household,2016
2021,Canada,"Population centre 30,000 to 99,999","Prescribed medicines, pharmaceutical products and cannabis for medical use",490
2021,Canada,"Population centre 30,000 to 99,999",Prescribed medicines and pharmaceutical products,474
